link,title,keyword,state
https://laopcion.com.mx/local/a-todos-los-ninos-y-ninas-suenen-en-grande-alcalde-por-el-dia-del-nino-20250430-489463.html,A todos los niños y niñas sueñen en grande: Alcalde por el Día del ...,niña,chih
https://laopcion.com.mx/nacional/nina-de-6-anos-usa-el-dedo-de-su-mama-dormida-para-comprar-juguetes-en-amazon-20161229-162699.html,Niña de 6 años usa el dedo de su mamá dormida para comprar ...,niña,chih
https://laopcion.com.mx/local/entrega-grupos-vulnerables-silla-de-ruedas-especial-a-nina-de-3-anos-20160209-124043.html,Entrega Grupos Vulnerables silla de ruedas especial a niña de 3 años,niña,chih
https://laopcion.com.mx/policial/atropellan-a-nina-en-la-colonia-campesina-20140212-27043.html,Atropellan a niña en la colonia Campesina - La Opción de Chihuahua,niña,chih
https://www.laopcion.com.mx/local/sentencian-al-violador-de-una-nina-a-16-anos-de-carcel-20241003-474416.html,Sentencian al violador de una niña a 16 años de cárcel - La Opción,niña,chih
https://www.laopcion.com.mx/juarez/rescatan-inm-y-guardia-nacional-a-nina-migrante-en-san-jeronimo-20230327-421728.html,Rescatan INM y Guardia Nacional a niña migrante en San Jerónimo,niña,chih
https://laopcion.com.mx/nacional/fidget-spinner-mato-a-una-nina-en-coahuila-20170716-180863.html,Fidget Spinner mató a una niña en Coahuila,niña,chih
https://laopcion.com.mx/juarez/llegan-policias-a-fiesta-de-nina-de-2-anos-no-tenia-invitados-20250216-484057.html,Llegan policías a fiesta de niña de 2 años; no tenía invitados,niña,chih
https://laopcion.com.mx/nacional/tiene-obesidad-espantosa-horrible-dice-alcalde-en-sinaloa-sobre-nina-20190402-234223.html,"Tiene obesidad espantosa, horrible, dice alcalde en Sinaloa sobre ...",niña,chih
https://laopcion.com.mx/nacional/nina-improvisa-balsa-para-salvar-de-inundacion-a-sus-animales-20190404-234448.html,Niña improvisa balsa para salvar de inundación a sus animales,niña,chih
https://laopcion.com.mx/amp/noticias/protege-juarense-a-su-nina-al-desplomarse-el-techo-de-su-casa-20130809-1250.html,Protege juarense a su niña al desplomarse el techo de su casa,niña,chih
https://laopcion.com.mx/noticias/estoy-en-un-cuarto-oscuro-mensajea-nina-desaparecida-20190604-240504.html,Estoy en un cuarto oscuro mensajea niña desaparecida,niña,chih
https://laopcion.com.mx/local/realizan-derby-de-pesca-para-transplante-de-medula-a-nina-20190714-243919.html,Realizan derby de pesca para transplante de médula a niña,niña,chih
https://laopcion.com.mx/amp/noticias/piden-ayuda-para-localizar-a-la-nina-silvana-villa-20200311-264283.html,Piden ayuda para localizar a la niña Silvana Villa,niña,chih
https://laopcion.com.mx/local/piden-ayuda-para-comprar-medicamento-a-nina-hospitalizada-20170412-172302.html,Piden ayuda para comprar medicamento a niña hospitalizada,niña,chih
https://laopcion.com.mx/cancha/casi-lista-nina-gomez-para-su-defensa-conkim-clavel-en-canada-20220419-383125.html,Casi lista niña gómez para su defensa con kim clavel en canadá,niña,chih
https://laopcion.com.mx/juarez/participan-nina-y-ninos-de-estancias-infantiles-en-inflaton-2024-20241116-477857.html,Participan niña y niños de Estancias Infantiles en Inflatón 2024,niña,chih
https://laopcion.com.mx/local/solicitan-donadores-de-sangre-para-la-nina-aileen-paola-rodriguez-melendez-20131029-12268.html,Solicitan donadores de sangre para la niña Aileen Paola Rodríguez ...,niña,chih
https://laopcion.com.mx/espectaculos/aprende-nina-a-cantar-con-tutoriales-de-youtube-20140415-35936.html,Aprende niña a cantar con tutoriales de Youtube,niña,chih
https://laopcion.com.mx/noticia/102132/muerde-perro-a-una-nina-de-3-anos-en-la-colonia-villas-del-rey-la-trasladan-a-hospital-/,Muerde perro a una niña de 3 años en la colonia Villas del Rey,niña,chih
https://www.laopcion.com.mx/juarez/solicitan-apoyo-de-la-ciudadania-para-encontrar-a-la-familia-de-nina-de-6-anos-extraviada-20250201-483054.html,Solicitan apoyo de la ciudadanía para encontrar a la familia de niña ...,niña,chih
https://laopcion.com.mx/nacional/muere-nina-al-caer-desde-el-piso-17-por-tomarse-selfie-extrema-20161118-158363.html,Muere niña al caer desde el piso 17 por tomarse selfie extrema,niña,chih
https://laopcion.com.mx/local/localizan-a-nina-que-desaparecio-en-la-colonia-sahuaros-20180731-210301.html,Localizan a niña que desapareció en la colonia Sahuaros,niña,chih
https://laopcion.com.mx/juarez/resguardan-a-nino-de-4anos-y-nina-de-6-que-caminaban-solos-por-las-calles-20241003-474379.html,Resguardan a niño de 4.años y niña de 6 que caminaban solos por ...,niña,chih
https://www.laopcion.com.mx/local/muere-nina-ahogada-en-una-granja-del-ejido-sacramento-20241126-478646.html,Muere niña ahogada en una granja del ejido Sacramento,niña,chih
https://laopcion.com.mx/local/lo-sentencian-12-anos-de-prision-por-abusar-de-una-nina-en-cuauhtemoc-20240201-453745.html,Lo sentencian 12 años de prisión por abusar de una niña en ...,niña,chih
https://laopcion.com.mx/amp/nacional/despiden-a-maestra-por-hacer-cruel-broma-a-nina-de-kinder-video-20200208-261193.html,Despiden a maestra por hacer cruel broma a niña de kínder (VIDEO),niña,chih
https://laopcion.com.mx/noticias/confirman-positivo-de-covid19-y-dengue-en-nina-de-7-anos-20200704-275625.html,Confirman positivo de covid-19 y dengue en niña de 7 años,niña,chih
https://laopcion.com.mx/local/captan-a-la-nina-sofia-con-su-papa-en-alsuper-20200306-263850.html,Captan a la niña sofía con su papá en alsúper,niña,chih
https://laopcion.com.mx/juarez/lo-sentencian-a-83-anos-por-violar-a-una-nina-20240510-462898.html,Lo sentencian a 83 años por violar a una niña,niña,chih
https://laopcion.com.mx/paris-2024/imane-khelif-la-boxeadora-cuestionada-por-su-genero-gana-el-oro-20240809-470025.html,Imane Khelif la boxeadora cuestionada por su género gana el oro,niña,chih
https://laopcion.com.mx/local/solicitan-ayuda-para-localizar-a-nina-de-10-anos-desaparecida-en-chihuahua-20230606-429057.html,Solicitan ayuda para localizar a niña de 10 años desaparecida en ...,niña,chih
https://www.laopcion.com.mx/nacional/madre-pone-a-vender-chicles-a-su-hijo-por-burlarse-de-nina-pobre-20200627-274775.html,Madre pone a vender chicles a su hijo por burlarse de niña pobre,niña,chih
https://www.laopcion.com.mx/local/va-51-anos-a-prision-por-violar-a-una-nina-en-la-ciudad-20250410-487969.html,Va 51 años a prisión por violar a una niña en la ciudad,niña,chih
https://laopcion.com.mx/juarez/cierra-el-viernes-convocatoria-para-participar-en-nina-y-nino-funcionario-por-un-dia-20230419-424383.html,Cierra el viernes convocatoria para participar en Niña y Niño ...,niña,chih
https://laopcion.com.mx/nacional/internan-a-nina-rusa-en-un-centro-de-menores-por-hacer-un-dibujo-contra-la-guerra-20230324-421401.html,Internan a niña rusa en un centro de menores por hacer un dibujo ...,niña,chih
https://laopcion.com.mx/espectaculos/le-cumple-tatiana-ultimo-deseo-a-nina-con-cancer-20190311-232021.html,Le cumple Tatiana último deseo a niña con cáncer,niña,chih
https://laopcion.com.mx/amp/nacional/expulsan-a-nina-con-vih-de-una-primaria-en-tabasco-20190621-242048.html,Expulsan a niña con VIH de una primaria en Tabasco,niña,chih
https://laopcion.com.mx/espectaculos/apuesta-nina-rubin-por-su-desarrollo-en-teatro-20220322-379249.html,Apuesta nina rubín por su desarrollo en teatro,niña,chih
https://laopcion.com.mx/local/desconocen-chihuahuenses-el-dia-mundial-de-la-nina-20141011-64264.html,Desconocen chihuahuenses el Día Mundial de la Niña,niña,chih
https://laopcion.com.mx/nacional/crea-nina-prodigio-una-app-de-lengua-de-senas-viajara-a-la-nasa-20220105-368186.html,Crea niña prodigio una app de lengua de señas; viajará a la nasa,niña,chih
https://laopcion.com.mx/local/muerte-de-nina-reportada-fallecida-por-suspension-pudo-ser-accidental-20230329-422008.html,Muerte de niña reportada fallecida por suspensión pudo ser ...,niña,chih
https://laopcion.com.mx/policial/vinculan-a-proceso-a-sujeto-por-violacion-de-una-nina-20230612-429690.html,Vinculan a proceso a sujeto por violación de una niña,niña,chih
https://laopcion.com.mx/nacional/declaran-con-muerte-cerebral-a-nina-infectada-con-rabia-en-oaxaca-20230107-413394.html,Declaran con muerte cerebral a niña infectada con rabia en Oaxaca,niña,chih
https://laopcion.com.mx/amp/nacional/resucita-nina-de-tres-anos-en-su-ataud-antes-de-ser-sepultada-20140715-50414.html,Resucita niña de tres años en su ataúd antes de ser sepultada,niña,chih
https://laopcion.com.mx/local/apoya-dif-estatal-con-estudios-medicos-a-nina-de-7-anos-20221026-405871.html,Apoya DIF Estatal con estudios médicos a niña de 7 años,niña,chih
https://laopcion.com.mx/noticia/281543/intentan-impedir-aborto-a-nina-de-10-anos-violada-por-su-tio/,Intentan impedir aborto a niña de 10 años violada por su tío,niña,chih
https://laopcion.com.mx/espectaculos/adopta-la-actriz-cate-blanchett-a-una-nina-20150307-84415.html,Adopta la actriz Cate Blanchett a una niña - La Opción de Chihuahua,niña,chih
https://laopcion.com.mx/juarez/conoce-a-mia-la-nina-juarense-multimedallista-20240622-466263.html,"Conoce a Mía, la niña juarense multimedallista",niña,chih
https://www.laopcion.com.mx/local/hallan-a-nina-sana-y-salva-luego-de-salirse-de-la-escuela-20250220-484373.html,Hallan a niña sana y salva luego de salirse de la escuela,niña,chih
https://laopcion.com.mx/nacional/salva-repartidor-a-nina-que-cae-de-12-pisos-de-altura-20210301-312365.html,Salva repartidor a niña que cae de 12 pisos de altura,niña,chih
https://laopcion.com.mx/local/recibe-nina-descarga-electrica-en-parque-20240903-471988.html,Recibe niña descarga eléctrica en parque - La Opción de Chihuahua,niña,chih
https://laopcion.com.mx/noticias/atiende-intensa-jornada-la-nina-coordinadora-de-comunicacion-social-de-juarez-20140430-38121.html,Atiende intensa jornada la niña Coordinadora de Comunicación ...,niña,chih
https://laopcion.com.mx/nacional/muere-nina-en-persecucion-policial-por-presunto-secuestro-20220402-380785.html,Muere niña en persecución policial por presunto secuestro,niña,chih
https://laopcion.com.mx/local/refuerzan-acciones-contra-la-violencia-de-genero-en-chihuahua-20250506-489905.html,Refuerzan acciones contra la violencia de género en Chihuahua,violencia+de+género,chih
https://laopcion.com.mx/local/reconoce-jauregui-a-victimas-de-violencia-de-genero-por-dar-testimonio-20250422-488831.html,Reconoce Jáuregui a víctimas de violencia de género por dar ...,violencia+de+género,chih
https://laopcion.com.mx/local/capacitan-a-chihuahuenses-en-erradicar-violencia-de-genero-20240311-457411.html,Capacitan a chihuahuenses en erradicar violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/realizan-platicas-para-evitar-la-violencia-de-genero-20240929-474008.html,Realizan pláticas para evitar la violencia de género,violencia+de+género,chih
https://laopcion.com.mx/juarez/se-capacitan-agentes-en-violencia-de-genero-y-prevencion-de-feminicidio-20250311-485749.html,Se capacitan agentes en violencia de género y prevención de ...,violencia+de+género,chih
https://laopcion.com.mx/local/imparten-conferencias-sobre-consecuencias-de-la-violencia-de-genero-20240314-457683.html,Imparten conferencias sobre consecuencias de la violencia de género,violencia+de+género,chih
https://laopcion.com.mx/juarez/entra-en-vigor-nuevo-protocolo-policial-contra-violencia-de-genero-20240904-472049.html,Entra en vigor nuevo protocolo policial contra violencia de género,violencia+de+género,chih
https://laopcion.com.mx/nacional/gobierno-de-sheinbaum-inicia-con-alerta-por-violencia-de-genero-en-22-estados-20241012-475093.html,Gobierno de Sheinbaum inicia con alerta por violencia de género ...,violencia+de+género,chih
https://laopcion.com.mx/local/intensifica-dspm-esfuerzos-contra-la-violencia-de-genero-20231126-447981.html,Intensifica Dspm esfuerzos contra la violencia de género,violencia+de+género,chih
https://laopcion.com.mx/nacional/alarma-a-onu-mujeres-alza-en-casos-de-violencia-de-genero-20221210-410825.html,Alarma a ONU Mujeres alza en casos de violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/buscan-historias-de-mujeres-supervivientes-de-violencia-de-genero-20240830-471616.html,Buscan historias de mujeres supervivientes de violencia de género,violencia+de+género,chih
https://laopcion.com.mx/juarez/capacitan-a-policias-municipales-en-atencion-a-mujeres-victimas-de-violencia-de-genero-20250429-489389.html,Capacitan a policías municipales en atención a mujeres víctimas de ...,violencia+de+género,chih
https://laopcion.com.mx/local/realizan-manifestacion-contra-la-violencia-de-genero-frente-a-palacio-20231124-447817.html,Realizan manifestación contra la violencia de género frente a Palacio,violencia+de+género,chih
https://laopcion.com.mx/local/modifican-elreglamento-de-alcoholes-para-combatir-la-violencia-de-genero-20241113-477613.html,Modifican el Reglamento de Alcoholes para combatir la violencia de ...,violencia+de+género,chih
https://laopcion.com.mx/juarez/nacen-tribunales-mixtos-contra-la-violencia-de-genero-20240922-473471.html,Nacen tribunales mixtos contra la violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/invitan-a-denunciar-la-violencia-de-genero-en-la-pagina-web-juntas-por-ti-20240412-460395.html,Invitan a denunciar la violencia de género en la página web Juntas ...,violencia+de+género,chih
https://laopcion.com.mx/policial/capacita-fem-en-temas-de-violencia-de-genero-a-personal-20230803-434870.html,Capacita FEM en temas de violencia de género a personal,violencia+de+género,chih
https://laopcion.com.mx/local/llevan-a-cabo-conversatorio-para-prevencion-de-violencia-de-genero-20230603-428830.html,Llevan a cabo conversatorio para prevención de violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/realizan-actividad-para-concientizar-sobre-la-violencia-de-genero-20231127-448092.html,Realizan actividad para concientizar sobre la violencia de género,violencia+de+género,chih
https://laopcion.com.mx/juarez/imparten-platica-sobre-violencia-de-genero-20230211-417141.html,Imparten plática sobre violencia de género - La Opción de Chihuahua,violencia+de+género,chih
https://laopcion.com.mx/local/cero-tolerancia-a-discriminacion-y-violencia-de-genero-en-la-uach-20230101-412851.html,Cero tolerancia a discriminación y violencia de género en la UACH,violencia+de+género,chih
https://laopcion.com.mx/local/brindan-atencion-por-violencia-de-genero-en-cuauhtemoc-guerrero-y-bocoyna-20240419-461091.html,"Brindan atención por violencia de género en Cuauhtémoc, Guerrero ...",violencia+de+género,chih
https://www.laopcion.com.mx/local/crea-tsj-tribunal-especializado-contra-violencia-de-genero-20231207-448999.html,Crea TSJ Tribunal Especializado Contra Violencia de Género,violencia+de+género,chih
https://laopcion.com.mx/local/ofrecen-ayuda-a-victimas-de-violencia-de-genero-en-los-cavim-20240305-456803.html,Ofrecen ayuda a victimas de violencia de género en los Cavim,violencia+de+género,chih
https://laopcion.com.mx/juarez/capacitan-a-empleados-del-imdej-sobre-violencia-de-genero-20230228-418776.html,Capacitan a empleados del IMDEJ sobre violencia de género,violencia+de+género,chih
https://laopcion.com.mx/juarez/presentan-agenda-nacional-de-mujeres-contra-violencia-de-genero-20240208-454392.html,Presentan agenda nacional de mujeres contra violencia de género,violencia+de+género,chih
https://www.laopcion.com.mx/juarez/revisan-avances-en-prevencion-de-la-violencia-de-genero-20221207-410475.html,Revisan avances en prevención de la violencia de género - La Opción,violencia+de+género,chih
https://laopcion.com.mx/juarez/imparten-taller-sobre-violencia-de-genero-en-albergue-kiki-romero-20230130-415871.html,Imparten taller sobre violencia de género en albergue Kiki Romero,violencia+de+género,chih
https://laopcion.com.mx/local/atienden-recomendaciones-de-alerta-de-violencia-de-genero-20220910-400186.html,Atienden recomendaciones de alerta de violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/detecta-las-senales-de-la-violencia-de-genero-y-solicita-ayuda-al-911-20230404-422599.html,Detecta las señales de la violencia de género y solicita ayuda al 9-1-1,violencia+de+género,chih
https://laopcion.com.mx/local/corresponden-60-de-denuncias-al-ceav-a-delitos-de-violencia-de-genero-20231126-448011.html,Corresponden 60% de denuncias al Ceav a delitos de violencia de ...,violencia+de+género,chih
https://laopcion.com.mx/local/firman-convenio-para-prevencion-de-violencia-de-genero-20230329-421924.html,Firman convenio para prevención de violencia de género,violencia+de+género,chih
https://laopcion.com.mx/juarez/imparte-immujeres-diplomado-de-atencion-policial-a-la-violencia-de-genero-20230222-418098.html,Imparte Immujeres diplomado de Atención Policial a la Violencia de ...,violencia+de+género,chih
https://www.laopcion.com.mx/juarez/orientan-sobre-seguridad-y-violencia-de-genero-en-colonia-sierra-vista-20250503-489687.html,Orientan sobre seguridad y violencia de género en colonia Sierra ...,violencia+de+género,chih
https://laopcion.com.mx/nacional/aumenta-violencia-de-genero-en-varios-estados-20200704-275670.html,Aumenta violencia de género en varios estados,violencia+de+género,chih
https://laopcion.com.mx/local/invitan-a-denunciar-situaciones-de-violencia-de-genero-en-puntos-naranja-20230621-430511.html,Invitan a denunciar situaciones de violencia de genero en Puntos ...,violencia+de+género,chih
https://www.laopcion.com.mx/local/emprende-pensiones-civiles-acciones-para-concientizar-acerca-de-la-violencia-de-genero-20231124-447848.html,Emprende Pensiones Civiles acciones para concientizar acerca de ...,violencia+de+género,chih
https://laopcion.com.mx/nacional/recuerdan-a-victimas-de-violencia-de-genero-con-ofrendas-20211102-357947.html,Recuerdan a víctimas de violencia de género con ofrendas,violencia+de+género,chih
https://laopcion.com.mx/juarez/capacitan-a-estudiantes-de-preparatoria-contra-violencia-de-genero-20241026-476203.html,Capacitan a estudiantes de preparatoria contra violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/brindan-platicas-sobre-violencia-de-genero-al-escuadron-rosa-20230901-438248.html,Brindan pláticas sobre violencia de género al Escuadrón Rosa,violencia+de+género,chih
https://laopcion.com.mx/nacional/senala-ong-a-76-candidatos-por-violencia-de-genero-20210425-324828.html,Señala ong a 76 candidatos por violencia de género | La Opción de ...,violencia+de+género,chih
https://laopcion.com.mx/local/brindan-platicas-sobre-violencia-de-genero-al-escuadron-rosa-20230901-438248.html,Brindan pláticas sobre violencia de género al Escuadrón Rosa,violencia+de+género,chih
https://laopcion.com.mx/local/brindan-apoyo-integral-a-victima-de-violencia-de-genero-20230124-415218.html,Brindan apoyo integral a víctima de violencia de género,violencia+de+género,chih
https://laopcion.com.mx/eleccion-extraordinaria-2025/alista-candidata-a-magistrada-denuncia-por-violencia-de-genero-20250421-488733.html,Alista candidata a magistrada denuncia por violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/checa-el-decreto-de-la-ley-vicaria-que-votaran-en-el-congreso-20240811-470156.html,Checa el decreto de la Ley Vicaria que votarán en el Congreso,violencia+de+género,chih
https://laopcion.com.mx/local/daran-talleres-de-prevencion-de-violencia-de-genero-a-universidades-20220509-385471.html,Darán talleres de prevención de violencia de género a universidades,violencia+de+género,chih
https://laopcion.com.mx/juarez/promueven-charlas-para-evitar-la-violencia-de-genero-20220917-401073.html,Promueven charlas para evitar la violencia de género,violencia+de+género,chih
https://laopcion.com.mx/local/imparten-platicas-sobre-protocolos-de-atencion-a-violencia-de-genero-20211204-363278.html,Imparten pláticas sobre protocolos de atención a violencia de género,violencia+de+género,chih
https://laopcion.com.mx/__export/sites/laopcion/pdfs/2023/12/07/OYLue2KCIQr4iP5J.pdf?v=39686674,unidos - TRIBUNAL SUPERIOR DE JUSTICIA,violencia+de+género,chih
https://laopcion.com.mx/local/participan-mas-de-mil-estudiantes-de-cobach-en-platicas-de-violencia-de-genero-20241106-477051.html,Participan más de mil estudiantes de Cobach en pláticas de ...,violencia+de+género,chih
https://www.laopcion.com.mx/juarez/ofrece-charla-a-estudiantes-para-prevenir-violencia-sexual-20250130-482951.html,ofrece charla a estudiantes para prevenir violencia sexual,violencia+de+género,chih
https://laopcion.com.mx/juarez/capacitan-a-personal-de-maquiladora-sobre-violencia-de-genero-y-cultura-de-la-paz-20240928-473935.html,Capacitan a personal de maquiladora sobre violencia de género y ...,violencia+de+género,chih
